證券代碼,簡稱,年月,每股盈餘,ROE(A)－稅後,ROE(B)－常續利益,營業毛利率,營業利益率,稅前淨利率,稅後淨利率,業外收支/營收,貝里比率,常續利益率－稅後,營業費用率,現金流量比率,每股淨值(A),每股現金流量,每股營業額,每股營業利益,每股稅前淨利,營收成長率,營業利益成長率,稅前淨利成長率,稅後淨利成長率,經常淨利成長率,常續淨利成長率,總資產成長率,淨值成長率,總資產報酬成長率,流動比率,速動比率,淨值/資產,負債比率,總負債/總淨值,長期資金適合率(A),營業利益 /實收資本比,稅前純益 /實收資本,營運資金,存貨及應收帳款/淨值,應收帳款週轉次數,總資產週轉次數,自由現金流量(D),淨營業週期（日）,淨值週轉率（次）,固定資產週轉次數,當季季底P/B,當季季底PSR,季底普通股市值
1612,宏泰,201403  ,0.28,1.85,0.48,6.33,1.96,8.76,7.93,6.8,144.81,2.04,4.37,8.09,15.34,0.18,3.57,0.07,0.31,12.76,174.75,389.04,337.48,337.48,203.41,0.19,-0.62,1.18,430.44,302.89,85.11,14.89,17.49,417.71,0.7,3.13,2427600,33.25,5.64,0.79,142539,99.3,0.93,3.82,0.66,0.75,3290133
2302,麗正,201403  ,-0.12,-1.2,-1.2,16.67,-10.23,-11.47,-11.44,-1.24,61.97,-11.48,26.9,-2.33,10.07,-0.06,1.05,-0.11,-0.12,20.48,-36.74,-26.22,-19.83,-19.83,-17.58,1.24,2.78,-0.19,129.2,84.96,77.69,22.31,28.71,407.53,-1.08,-1.22,111040,15.55,5.9,0.32,-70749,52.81,0.42,1.73,0.71,1.76,1148814
2228,劍麟,201403  ,1.78,5.4,5.54,30.04,16.07,18.9,14.48,2.83,214.94,14.85,13.98,32.28,33.96,1.84,12.3,1.98,2.32,15.94,44.65,48.99,57.87,57.87,60.85,19.87,48.52,1.62,441.69,297.71,81.58,18.42,22.58,243.05,19.76,23.25,1398531,47.71,5.97,1.21,4587,118.72,1.49,3.57,3.19,2.48,7779993
2231,為升,201403  ,2.31,9.45,9.42,47.94,34.65,37.62,32.2,2.96,360.67,32.1,13.29,21,25.42,1.23,6.12,2.12,2.72,33.04,90.94,81.82,80.18,80.18,79.24,33.1,21.05,3.27,361.18,267.2,74.65,25.35,33.96,235.74,24.92,27.05,939196,49.76,3.88,0.86,28191,161.61,1.17,2.39,9.19,8.94,14387336
2329,華泰,201403  ,0.11,2.21,1.79,13.26,5.72,5.12,3.22,-0.6,175.8,2.72,7.55,5.54,5.43,0.53,3.69,0.21,0.19,32.84,244.15,217.2,149.97,176.76,161.52,6.13,-1.88,1.76,61.97,33.74,30.07,69.93,232.61,103.48,2.11,1.89,-2922081,73.61,6.26,0.82,67900,17.66,2.63,1.87,1.63,0.69,7133233
1617,榮星,201403  ,0.15,1.34,1.35,7.65,1.17,2.69,2.49,1.52,118.09,2.51,6.48,12.34,10.99,1.05,5.94,0.07,0.16,-6.95,332.16,29.47,26.23,26.23,34.63,-6.57,1.94,0.15,185.65,157.08,48.44,51.56,106.44,248.92,0.7,1.6,1051692,65.19,4.49,1.05,30793,100.92,2.15,4.59,0.83,0.35,1318290
1618,合機,201403  ,-0.06,-0.32,-0.34,1.38,-3.28,-2.47,-2.23,0.81,29.58,-2.38,4.65,-56.7,17.45,-0.88,2.52,-0.08,-0.06,1.28,-3822.43,-407.84,-435.08,-435.08,-457.6,-13.47,-11.99,-0.58,520.93,323.45,91.61,8.39,9.15,342.74,-0.83,-0.62,1567967,24.86,8.64,0.53,-8747,113.8,0.58,1.96,0.58,0.95,2420683
1626,艾美特-KY,201403  ,-1.93,-7.29,-0.99,17.12,-2.71,-9.18,-8.38,-6.47,86.36,-1.14,19.82,-5.4,25.64,-2.49,22.97,-0.62,-2.11,-5.63,-187.13,-192.1,-190.03,-190.03,-199.39,18.18,-3.93,-6.16,112.53,55.49,35.14,64.86,184.56,134.76,-6.24,-21.15,707156,174.22,4.52,1.33,10897,90.88,3.48,4.92,3.17,0.78,9958762
2233,宇隆,201403  ,1.72,5.29,5.3,33.84,18.45,19.89,14.86,1.44,219.84,14.9,15.39,29.37,33.25,3.94,9.67,1.78,2.3,30.09,33.12,26.19,24.54,24.54,30.26,24.55,18.85,0.94,195.15,126.65,67.32,32.68,48.55,157.21,21.31,22.98,526106,52,4.77,0.94,-82131,126.35,1.42,2.15,4.51,3.24,6182100
2236,百達-KY,201403  ,0.74,2.78,2.77,31.53,10.4,9.73,7.05,-0.67,149.23,7.04,21.13,-8.22,28.38,-1.62,12.67,1.32,1.3,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,214.62,137.38,61.69,38.31,62.11,357.38,13.88,12.98,645698,84.68,3.01,0.98,-10417,146.94,1.58,5.36,N.A.,N.A.,N.A.
2010,春源,201403  ,0.14,0.78,0.8,6.78,1.76,2.25,1.93,0.49,134.97,1.97,5.03,-0.84,16.53,-0.08,7.11,0.13,0.16,-1.28,2.16,-8.86,-7.37,-7.37,2.26,2.48,1.64,0.06,204.75,76.05,59.67,40.33,67.59,218.04,1.25,1.6,6201463,80.22,5.2,0.98,35509,157.48,1.62,3.51,0.74,0.4,7966157
2012,春雨,201403  ,0.11,1.16,1.48,17.77,4.24,3.58,2.35,-0.66,131.33,3.01,13.53,1.45,13.85,0.3,7.86,0.33,0.28,9.31,93.08,-9.95,-5.73,-5.73,27.86,-0.88,2.66,-0.01,123.91,57.84,38.76,61.24,158.01,134,3.06,2.58,1295829,129.36,3.89,0.76,-13557,231.62,1.97,2.4,0.94,0.4,3453288
2107,厚生,201403  ,0.69,3.18,3.18,53.52,42.27,44.6,41.97,2.34,475.8,41.97,11.25,26.29,22.06,1,1.65,0.7,0.74,36.15,89.69,42.22,42.94,42.94,91.23,13.61,12.75,0.79,462.61,193.85,83.48,16.52,19.79,1230.81,6.98,7.37,6830611,41.91,15.41,0.25,75368,1004.37,0.3,3.73,1.35,3.42,14816232
2108,南帝,201403  ,0.06,0.46,0.46,11.49,0.55,1.77,1.54,1.22,105.03,1.53,10.94,-9.32,14.42,-0.29,4.24,0.02,0.08,-27.6,-94.26,-83.42,-82.39,-82.39,-82.46,-1.68,1.4,-1.52,309.15,172.19,77.6,22.4,28.87,172.63,0.24,0.78,2569244,40.89,8.64,0.91,15613,103.41,1.19,2.01,1.3,0.95,7501783
2206,三陽工業,201403  ,-0.13,-1.01,-0.97,13.12,-2.71,-2.31,-1.91,0.39,82.89,-1.83,15.83,-7.88,15.56,-1.29,8.94,-0.24,-0.21,-2.09,-1459.49,-538.8,-1873.52,-1873.52,-1784.26,5.13,-1.16,-0.54,153.45,53.81,37.76,62.24,164.84,170.59,-2.42,-2.06,7567938,75.17,15.26,0.82,-1615993,102.34,2.11,2.5,3.49,1.39,45266988
2305,全友,201403  ,0.03,0.29,0.22,43.19,-8.21,4.83,1.93,13.05,84.02,1.42,51.41,4.59,5.94,0.17,0.93,-0.08,0.04,19.84,55.84,196.6,126.87,126.87,119.82,3.26,6.43,0.81,132.98,54.14,59.57,40.43,67.88,233.23,-0.75,0.44,252435,25.96,10.61,0.36,13255,210.07,0.61,1.41,0.81,1.32,972772
2308,台達電,201403  ,1.87,4.46,4.5,26.58,11.86,13.74,11.45,1.88,180.63,11.55,14.71,10.58,40.38,2.71,17.66,2.09,2.43,10.83,20.41,19.2,18.01,19.56,20.98,2.55,6.92,0.38,197.88,161.16,58.57,41.43,70.73,327.07,20.95,24.26,61203277,51.5,4.11,0.88,11787023,51.91,1.56,4.69,4.66,2.53,458258084
2312,金寶,201403  ,0.37,3.3,2.81,6.59,1.99,3.51,4.37,1.52,143.38,3.71,4.6,-13.8,10.58,-2.28,7.92,0.16,0.29,-5.5,-51.94,3.18,72.58,72.58,42.03,11.28,-20,0.47,115.56,69.41,30.87,69.13,223.98,462.85,1.5,2.64,3455586,105.11,4.73,0.96,-475097,57.66,3.03,8.69,1.21,0.41,17207149
2313,華通,201403  ,0.28,1.95,2.13,13.35,7.1,6.05,4.65,-1.06,212.97,5.1,6.27,12.69,14.56,1.33,6.03,0.43,0.36,7.36,12.46,-0.33,19.93,19.93,9.56,16.86,10.1,0.26,176.14,139.63,41.41,58.59,141.47,146.44,4.29,3.65,9491564,73.22,3.2,0.71,499044,112.29,1.67,1.59,1.24,0.69,21571942
2314,台揚,201403  ,-0.4,-6.88,-6.56,10.65,-8.86,-9.78,-10.19,-0.93,54.59,-9.72,19.5,-2.55,6.79,-0.22,4.77,-0.42,-0.39,9.23,42.64,38.92,36.87,36.87,41.05,-21.55,-26.09,1.33,115.15,67.33,36.83,63.17,171.53,260.16,-4.22,-4.66,526726,100.64,8.51,1.03,-35071,47.4,2.7,6.86,2.64,0.87,6018366
2316,楠梓電,201403  ,0.27,1.37,1.35,11.61,2.87,6.46,5.53,3.59,132.76,5.44,8.75,2.82,19.39,0.28,4.79,0.14,0.31,11.78,218.74,152.49,80.99,80.99,94.28,3.39,6.84,0.33,148.72,103.94,55.15,44.85,81.32,346.57,1.36,3.07,1533682,39.06,3.52,0.55,92621,75.02,0.99,3.05,0.8,0.78,4898492
2317,鴻海,201403  ,1.49,2.42,2.42,6.04,2.37,2.89,2.24,0.52,164.38,2.24,3.68,10.18,60.1,8.3,59.73,1.41,1.95,9.2,50.33,13.03,21.28,21.28,20.75,1.21,16.21,0.13,145.41,115.44,40.59,59.41,146.35,266.57,15.92,19.45,486068898,87.68,6.04,1.62,-1106506,28.1,4.31,9.51,1.44,0.28,1133007328
2321,東訊,201403  ,-0.01,1.3,1.3,7.49,-1.87,0.54,0.54,2.41,80.02,0.53,9.37,6.8,-10.37,0.55,2.41,-0.05,0.03,-13.68,-463.37,117.48,117.48,117.48,117.72,-17.96,-3.74,1.36,104.54,69.16,19.56,80.44,411.13,243.66,-0.45,0.13,108807,222.3,7.19,1.83,-2330,51.16,9.7,23.64,3.21,0.13,894966
2323,中環,201403  ,-0.19,-1.75,-1.62,0.22,-11.92,-12.88,-13.21,-0.96,1.77,-12.24,12.14,6.58,10.62,0.18,1.53,-0.18,-0.19,-5.83,13.4,6.18,4.2,4.2,7,-15.24,-10.84,-0.28,168.83,116.14,72.73,27.27,37.5,135.03,-1.73,-1.87,4987010,18.08,5.98,0.38,439154,82.35,0.53,0.64,0.45,0.84,12994834
2324,仁寶,201403  ,-0.53,-2.16,2.29,4.3,1.35,-0.86,-1.25,-2.21,145.64,1.32,2.96,2.81,21.2,1.35,39.41,0.53,-0.34,1.84,10.35,-183.16,-253.22,-253.22,78.9,5.45,-18.25,-1.05,134.24,104.17,30.09,69.91,232.34,519.32,5.22,-3.33,70673924,227.36,3.95,2.07,-5895993,44.51,6.93,31.51,1.03,0.14,95334408
2327,國巨,201403  ,0.44,2.82,2.88,24.78,13.57,17.32,14.66,3.75,221.08,14.96,11.21,2.91,17.31,0.22,9.8,1.33,0.52,10.27,63.97,252,380.47,380.47,127.47,27.34,13.07,1.28,229.35,198.82,61.13,38.87,63.59,308.24,3.97,5.06,21538263,31.15,3.7,0.43,-8018378,105.01,0.77,1.74,0.81,1.23,31231148
2328,廣宇,201403  ,-0.06,0.09,0.76,9.85,1.93,1.08,0.28,-0.85,124.42,2.43,7.92,-4.31,19.17,-0.48,6.82,0.13,0.07,18.47,-43.55,-65.72,-87.45,-87.45,-2.26,-2.88,-5.26,-0.3,197.89,140.32,62.37,37.63,60.33,370.41,1.32,0.74,5669267,43.06,3.54,0.75,44277,59.65,1.24,4.16,1.17,0.72,11527392
2330,台積電,201403  ,1.85,5.48,5.46,47.48,35.43,35.96,32.28,0.53,393.68,32.18,12.06,54.39,34.65,3.66,5.72,2.03,2.06,11.65,18.21,16.5,21.01,21.01,23.67,22.33,16.92,1.01,204.07,177.44,69.2,30.8,44.5,134.21,20.25,20.56,181493253,13.11,8.11,0.46,-38225643,72.91,0.68,0.73,3.42,5.02,3072601076
2331,精英,201403  ,0.42,1.53,1.23,9.95,2.19,3,2.31,0.81,128.31,1.85,7.75,4.77,25.57,0.89,22.16,0.49,0.51,-12.09,9.27,18.69,30.23,30.23,10.92,-6.03,-5.01,0.12,183.44,144.73,57.01,42.99,75.4,406.85,3.69,5.05,11397491,64.92,5.74,1.45,-64338,27.74,2.65,10.53,0.89,0.27,16652266
2332,友訊,201403  ,0.13,0.62,0.6,28.16,1.2,1.81,1.19,0.61,104.44,1.14,26.96,-5.07,22.48,-0.78,11.57,0.14,0.21,-0.57,-36.66,-28.8,-34.71,-34.71,15.48,-0.05,0.98,-0.2,182.08,104.68,57.43,42.57,74.11,1069.17,1.33,2.01,7719110,91.12,4.32,1.18,516138,90.97,2.09,21.81,1.02,0.46,14020107
1713,國化,201403  ,0.11,0.74,0.74,17.3,8.43,11.4,9.76,2.97,194.99,9.77,8.87,116.67,14.93,0.28,1.13,0.1,0.13,3.43,25.36,36.82,38.68,38.68,38.74,0.43,1.14,0.2,3133.94,2698.04,92.95,7.05,7.58,522.25,0.95,1.29,1092066,12.22,5.25,0.28,2435,159.26,0.3,1.57,1.19,4.03,2686928
1714,和桐,201403  ,0.13,0.51,0.5,5.25,1.39,1.02,0.59,-0.36,135.82,0.59,3.87,-12.61,12.53,-2.31,14.82,0.21,0.16,18.66,23.72,6.86,-11.22,-11.22,-6.08,4.32,2.36,0.14,134.5,64.97,38.97,61.03,156.58,155.77,2.12,1.56,5693253,77.92,10.17,1.35,-584133,65.92,3.43,3.55,1.15,0.23,12918172
2349,錸德,201403  ,-0.33,-3.66,-3.76,-13.41,-29.66,-29,-30.1,0.66,-82.57,-30.88,16.24,1.92,7.79,0.05,1.22,-0.36,-0.35,-14.4,-54.5,-38.57,-38.47,-38.47,-39.97,-10.42,-10.3,-0.78,142.34,81,65.06,34.94,53.7,137.69,-3.55,-3.47,3113999,23.28,5.42,0.32,-678822,121.39,0.49,0.54,0.63,0.89,12710975
2351,順德,201403  ,0.73,3.19,3.23,15.33,7.11,7.78,6.36,0.67,186.36,6.44,8.23,14.38,23.92,2.23,12.31,0.87,0.97,6.31,53.75,47.36,47.65,47.65,47.28,3.61,10.9,0.51,178.12,96.08,46.38,53.62,115.6,139.43,8.84,9.68,2179861,91.63,4.52,0.93,-104935,137.62,2.01,1.95,1.89,0.89,8164192
2352,佳世達,201403  ,0.14,1.68,1.15,11.91,2.68,1.73,1.42,-0.95,129,0.97,9.23,-7.31,11.52,-2.13,15.16,0.41,0.26,8.39,644.26,174.66,154.89,154.89,148.29,8.16,28.84,1.25,93.71,62.71,27.86,72.14,258.98,193.68,4.06,2.61,-3602120,128.15,6.68,1.27,2605946,21.98,4.72,5.95,0.88,0.16,19864488
2353,宏碁,201403  ,0,0,-0.82,8.31,0.17,0.19,0,0.02,99.85,-0.6,8.32,-1.19,21.18,-0.45,28,0.05,0.05,-16.58,343.16,-67.57,-99.78,-99.78,-228.32,-17.28,-24.83,-0.37,133.15,101.82,31.76,68.24,214.87,1225.36,0.45,0.51,34270604,153.96,5,1.65,-387329,48.53,5.39,50.44,0.88,0.15,50883332
2374,佳能,201403  ,-0.45,-2.12,0.01,8.42,-0.58,-4.32,-4.04,-3.74,93.56,0.03,8.99,3.96,21.7,0.53,10.85,-0.06,-0.49,-27.44,-127.51,-310.17,-375.28,-375.28,-98.8,-6.32,-5.12,-1.13,169.77,126.29,60.01,39.99,66.65,253.61,-0.66,-4.91,4229651,50.22,7.24,1.25,-163704,13.56,2.1,5.14,0.9,0.35,8773136
2354,鴻準,201403  ,0.26,0.47,0.47,14.49,4.55,3.95,2.95,-0.6,145.79,2.94,9.94,29.48,53.7,4.06,8.13,0.37,0.34,-50.15,-73.2,-80.4,-84.5,-84.5,-84.53,-3.88,7.25,-1.88,368.24,317.71,78.82,21.18,26.87,449.1,3.9,3.38,48310376,19.83,2.71,0.49,-934238,76.88,0.64,2.76,1.34,1.13,93805982
2355,敬鵬,201403  ,1.26,3.57,3.47,15.06,8.84,12.19,9.68,3.35,242.01,9.4,6.22,1.81,34.5,0.33,13.07,1.16,1.59,14.14,-0.26,12.01,13.78,13.78,11.23,4.2,6.88,0.28,195.85,134.6,64.74,35.26,54.46,206.69,11.55,15.93,7015505,48.12,5.66,0.94,132064,62.78,1.47,2.98,1.61,1.1,22021223
2377,微星,201403  ,1.15,4.14,4.09,14.71,4.93,5.6,4.71,0.66,150.47,4.66,9.78,7.54,28.34,1.96,24.38,1.2,1.36,27.29,131.87,98.63,126.63,126.63,128.84,21.31,8.32,1.3,181.73,116.33,51.85,48.15,92.86,421.55,12.03,13.64,17934023,103.81,6.89,1.88,-69954,40.07,3.51,14.62,1.06,0.33,25430166
2356,英業達,201403  ,0.53,3.09,2.5,4.97,1.67,2.32,1.67,0.65,150.56,1.35,3.3,-7.09,15.91,-2.38,32.53,0.54,0.75,15.8,40.67,16.9,21.31,21.31,2.5,6.07,8.29,0.28,130.74,103.76,31.73,68.27,215.14,233.86,5.43,7.54,36952322,157.14,6.86,2.24,-835504,10.55,7.41,13.78,1.89,0.23,107624250
2337,旺宏,201403  ,-0.36,-4.56,-4.52,17.97,-26.5,-26.77,-26.8,-0.28,40.41,-26.6,44.47,-7.15,7.84,-0.24,1.35,-0.36,-0.36,8.75,39.45,38.47,38.45,38.45,38.88,-13.53,-16.25,1.32,194.1,109.17,53.65,46.35,86.39,152.08,-3.6,-3.64,11281759,46.5,5.8,0.36,171318,229.55,0.68,0.74,0.81,0.98,22220495
2382,廣達,201403  ,1.21,3.62,3.53,4.05,1.34,2.85,2.25,1.51,149.35,2.19,2.71,4.19,33.49,4.1,56,0.75,1.6,9.29,12,2.38,4.52,4.52,1.23,4.15,2.61,0.04,129.09,101.26,24.97,75.03,300.55,354.75,7.48,15.92,109835041,169.54,5.51,1.56,-538425,27.95,6.44,18.07,2.45,0.35,316735414
2338,光罩,201403  ,0.1,0.66,0.33,19.4,3.37,8.39,6.12,5.02,121.04,3.02,16.03,32.94,14.57,0.43,1.76,0.06,0.15,-3.89,238.15,1906.61,1343.98,1343.98,533.34,-5.46,-1.21,0.38,722.61,555.99,91.67,8.33,9.08,300.28,0.55,1.38,1982631,21,4.12,0.39,-20827,170.04,0.43,1.26,0.75,1.53,2666537
2340,光磊,201403  ,0.24,1.75,1.73,26.1,11.31,12.5,8.52,1.19,176.5,8.41,14.79,7.08,13.58,0.39,2.77,0.31,0.35,-1.88,120.44,59.37,36.01,36.01,41.25,4.7,3.58,0.3,245.9,202.25,60.19,39.81,66.14,252.74,3.12,3.45,4373916,41.76,3.21,0.5,72618,115.58,0.82,1.69,1.17,1.36,8676026
2342,茂矽,201403  ,0.13,1.8,-5.3,-19.77,-36.93,11.78,10.3,48.71,-115.16,-30.4,17.16,-3.62,6.76,-0.21,1.23,-0.46,0.15,13.2,43.49,127.68,123.27,123.27,37.7,-19.21,-26.24,4.71,75.84,51.79,53.39,46.61,87.29,159.82,-4.56,1.45,-511939,18.6,6.78,0.37,-116814,50.5,0.7,1.1,0.94,1.32,2360090
2344,華邦電,201403  ,0.1,1.1,1.25,25.77,5.95,5.81,4.54,-0.14,130.04,5.18,19.82,13.59,9.6,0.55,2.37,0.14,0.14,14.02,298.81,269.18,217.77,217.77,291.03,5.32,6.41,-0.01,145.11,94.75,62.19,37.81,60.79,148.5,1.41,1.38,6690403,31.47,7.02,0.61,3353693,91.85,0.97,1.31,0.83,0.86,29407949
2345,智邦,201403  ,0.36,2.62,2.86,15.69,0.92,3.8,3.6,2.88,106.33,3.93,14.75,-3.72,13.87,-0.4,9.87,0.09,0.38,8.39,138.04,104.78,172.96,172.96,546.8,1.13,-0.56,0.76,197.66,141.73,55.31,44.69,80.81,560.48,0.91,3.75,5598655,82.77,6.87,1.57,25241,16.2,2.91,15.42,1.23,0.39,9027119
2347,聯強,201403  ,0.63,2.35,2.33,3.33,1.14,1.51,1.34,0.37,151.72,1.33,2.2,-2.27,28.35,-1.2,49.2,0.56,0.74,6.13,44.06,2.52,0.22,0.22,-0.82,16.25,4.36,0.03,127.63,79.77,35.23,64.77,183.86,736.34,5.59,7.44,23109322,178.48,6.99,2.46,-822094,57.39,7.01,51.8,1.73,0.23,77837480
2348,海悅,201403  ,2.85,29.13,29.11,53.66,44.76,44.44,44.44,-0.32,602.75,44.41,8.9,-0.62,10.87,-0.07,6.4,2.86,2.84,5683.07,2441.6,2450.65,2450.65,2450.65,2448.75,490,182.98,15.41,225.72,116.72,41.77,58.23,139.41,35037.7,28.65,28.44,1140869,137.05,5.75,1.11,-95386,235.91,2.62,533.88,5.33,3.52,4964800
2369,菱生,201403  ,0.1,0.51,0.51,12.76,3.11,3.86,2.4,0.75,132.22,2.39,9.65,16.54,17.18,0.71,3.72,0.12,0.14,-2.56,-30.67,-25.12,-44.58,-44.58,-44.39,12.7,1.74,-0.46,216.3,180.09,69.05,30.95,44.82,153.03,1.14,1.42,1879738,24.9,4.34,0.61,-817860,91.64,0.85,1.11,1.23,1.32,7944132
2371,大同,201403  ,0.3,1.4,1.15,19.09,5.29,3.15,3,-2.14,138.31,2.48,13.8,0.54,15.16,0.23,12.99,0.69,0.4,16.03,176.24,133.65,130.72,130.72,122.91,2.59,5.74,1.41,86.09,58.41,30.47,69.53,228.2,104.28,6.66,3.96,-13995440,58.75,7.13,0.57,-9575286,49.04,1.86,1.27,0.65,0.19,22202197
2373,震旦行,201403  ,0.86,3.81,3.18,44.11,7.48,13.28,11.43,5.8,121.81,9.54,36.22,-7.05,22.87,-0.82,8.31,0.62,1.09,3.95,1.4,0.82,-4.22,-4.22,-22.04,11.98,8.69,-0.12,192.53,78.09,61.3,38.7,63.13,432.74,5.69,10.1,3362468,29.11,7.91,0.8,32296,42.19,1.33,5.21,2.65,1.73,18727476
2401,凌陽,201403  ,0.01,0.83,0.33,41.51,-0.89,6.36,0.03,7.25,97.91,2.4,42.4,-4.32,15.33,-0.19,2.48,-0.02,0.16,-16.64,85.01,333.04,100.83,287.18,145.35,1.27,4.66,0.98,288.09,231.75,73.2,26.8,36.61,538.1,-0.22,1.57,4958547,24.51,4.04,0.41,-117379,107.37,0.56,2.73,0.85,0.93,7636723
2375,凱美,201403  ,0.25,1.52,0.52,19.3,5.55,12.24,8.37,6.68,140.42,2.88,13.74,0.95,16.97,0.04,4.35,0.24,0.37,-1.31,107.01,73.22,18.96,18.96,-52.9,-3.85,40.1,-0.04,427.86,364.23,78.68,21.32,27.09,1074.48,1.69,3.72,2026920,36.41,3.19,0.58,-40432,106.97,0.73,7.63,0.85,1.12,1961385
2376,技嘉,201403  ,1.16,3.27,3.17,19.84,4.48,5.71,4.74,1.23,129.13,4.6,15.37,7.86,35.93,1.74,24.32,1.09,1.39,23.4,48.62,28.88,19.36,19.36,18.82,14.41,6.77,0.35,211.89,126.55,61.14,38.86,63.56,517.11,10.92,13.93,15515626,67.04,10.29,1.7,-450981,55.46,2.76,14.28,1.25,0.52,28144308
2379,瑞昱,201403  ,1.62,4.08,2.96,43.86,10.78,12.45,11.19,1.67,132.5,8.11,33.1,8.33,40.9,2.42,14.51,1.56,1.81,8.63,17.13,11.79,12.24,12.24,-18.51,28.85,10.4,0.33,197.75,168.52,56.82,43.18,75.99,572.53,15.64,18.06,14319853,31.12,7.77,0.83,-320328,33.07,1.46,8.82,2.24,1.61,46354502
2380,虹光,201403  ,-0.06,-0.36,-0.48,27.38,-5.54,-1.74,-1.92,3.81,83.16,-2.57,32.92,-4.75,16.44,-0.14,3.1,-0.17,-0.05,10.74,69.21,89.53,86.28,86.28,81.59,-3.69,-1.64,1.85,398.71,231.38,81.04,18.96,23.4,351.17,-1.69,-0.53,1926384,45.17,4.75,0.61,16834,204.8,0.75,2.61,0.63,0.78,2235243
2357,華碩,201403  ,5.87,3.14,2.99,13.42,4.57,4.81,4.01,0.24,151.58,3.82,8.86,-0.19,192.79,-0.34,148.55,6.79,7.14,-3.25,-6.22,-26.66,-27.02,-27.02,-24.14,9.56,6.46,-0.5,167.45,106.98,49.89,50.11,100.45,1384.86,67.85,71.4,92799112,99.28,6.17,1.5,-178115,74.8,3.13,41.47,1.56,0.49,223942140
2409,友達,201403  ,0.03,0.09,-0.04,7.35,0.7,0.32,0.18,-0.38,110.55,-0.07,6.65,6.74,17.12,1.09,9.75,0.07,0.03,-0.47,148.33,109.34,105,105,97.5,-9.48,11.9,0.38,104.55,75.98,37.72,62.28,165.08,117.62,0.68,0.31,7049833,45.86,8.5,0.78,-8771832,2.92,2.1,1.42,0.63,0.25,103460634
2358,廷鑫,201403  ,-0.2,-2.37,-2.37,0.07,-5.63,-5.9,-5.27,-0.28,1.27,-5.27,5.7,-22.84,8.31,-0.41,3.79,-0.21,-0.22,-9.03,-1854.69,-1237.2,-1093.74,-1093.74,-1093.74,-14.08,-17.13,-1.83,301.08,100.2,81.87,18.13,22.15,498.01,-2.13,-2.24,307735,48.54,15.73,1.5,-20389,78.96,1.8,8.91,1.36,0.63,960500
2359,所羅門,201403  ,0.69,3.01,3.05,18.82,8.64,11.79,9.69,3.15,184.79,9.82,10.19,-19.74,23.23,-0.95,8.29,0.72,0.92,4.48,1365.85,346.75,339.99,339.99,442.01,3.86,7.36,1.91,410.27,357,83.74,16.26,19.41,1121.86,6.72,9.18,2717519,32.14,4.72,1.03,7606,62.06,1.24,13.5,0.83,0.61,3502387
2414,精技,201403  ,0.4,2.3,2.37,9.94,2.15,2.18,1.96,0.02,127.67,2.02,7.79,24.65,15.18,2.84,20.97,0.45,0.46,3.67,68.6,56.76,86.29,86.29,100.74,2.19,0.83,0.59,203.31,131.94,57.97,42.03,72.5,288.5,4.52,4.57,1926165,111.57,5.8,2.52,26541,65.44,4.69,12.65,1.04,0.17,2555413
2360,致茂,201403  ,0.48,1.95,1.95,37.68,7.15,9.85,8.59,2.69,123.44,8.59,30.53,9.96,23.45,0.81,5.32,0.38,0.53,-7.42,-35.72,-24.23,-21.63,-21.63,-18.82,12.77,8.89,-0.42,236.2,179.7,68.74,31.26,45.48,365.46,3.81,5.24,4145801,47.89,2.82,0.62,33155,150.27,0.91,2.99,3.11,2.73,27352703
2362,藍天,201403  ,0.51,0.7,0.79,33.64,14.58,10.54,6.72,-4.04,176.53,7.58,19.06,-0.16,74.05,-0.05,7.66,1.12,0.81,10.03,15.57,5.43,23.51,23.51,47.7,11.47,8.58,0.03,54.07,41.7,47.97,52.03,108.47,8396.65,10.63,7.68,-8504290,7.59,10.18,0.2,3226308,7.9,0.42,24,0.85,2.25,41487613
2419,仲琦,201403  ,0.21,1.95,1.76,25.08,4.01,4.62,4.21,0.6,119.06,3.81,21.06,10.82,14.65,1.18,6.46,0.26,0.3,11.01,163.25,54.31,118.57,118.57,10649.6,6.83,9.93,0.62,200.49,130.46,52.76,47.24,89.55,384.78,2.46,2.82,2533160,72.82,4.55,0.91,-143275,102.33,1.85,6.51,1.64,0.72,5041294
2363,矽統,201403  ,-0.14,-1.15,-1.15,23.09,-89.52,-109.67,-109.67,-20.15,20.51,-109.1,112.61,-12.35,12.17,-0.02,0.13,-0.11,-0.14,-30.41,41.9,41.29,41.3,41.3,41.6,3.44,5.47,0.76,1382.44,1315.32,98.58,1.42,1.44,930.91,-1.13,-1.39,1378003,1.3,4.73,0.04,-23450,107.64,0.04,0.39,0.75,13.48,5619971
2364,倫飛,201403  ,-0.32,-6.63,-7.14,12.26,-39.59,-31.28,-31.42,8.31,23.65,-33.86,51.85,-6.65,4.7,-0.29,1.02,-0.41,-0.32,11.03,-5.95,-12.94,-13.25,-13.25,-22.16,-4.02,-18.36,-0.35,100.06,58.76,52.11,47.89,91.9,162.36,-3.92,-3.1,479,44.23,8.17,0.45,-22891,149.89,0.84,1.41,1.44,1.34,1249246
