證券代碼,簡稱,年月,每股盈餘,ROE(A)－稅後,ROE(B)－常續利益,營業毛利率,營業利益率,稅前淨利率,稅後淨利率,業外收支/營收,貝里比率,常續利益率－稅後,營業費用率,現金流量比率,每股淨值(A),每股現金流量,每股營業額,每股營業利益,每股稅前淨利,營收成長率,營業利益成長率,稅前淨利成長率,稅後淨利成長率,經常淨利成長率,常續淨利成長率,總資產成長率,淨值成長率,總資產報酬成長率,流動比率,速動比率,淨值/資產,負債比率,總負債/總淨值,長期資金適合率(A),營業利益 /實收資本比,稅前純益 /實收資本,營運資金,存貨及應收帳款/淨值,應收帳款週轉次數,總資產週轉次數,自由現金流量(D),淨營業週期（日）,淨值週轉率（次）,固定資產週轉次數,當季季底P/B,當季季底PSR,季底普通股市值
2358,廷鑫,201003  ,0.32,3.1,3.1,19.56,13.22,12.8,9.83,-0.41,308.27,9.83,6.35,68.99,10.44,0.42,3.24,0.43,0.41,-23.81,2474.32,95.05,92.97,92.97,92.97,2.26,14.98,1.41,1174.79,1174.22,94.55,5.45,5.77,105898,4.28,4.15,420846,40.82,3.13,1.2,-2695,112.09,1.26,1218.85,1.47,0.87,994500
2359,所羅門,201003  ,0.04,0.33,0.71,10.91,2.86,1.3,0.84,-1.56,135.57,1.83,8.04,12.92,20.07,1.05,8.38,0.24,0.11,44.8,168.27,142.37,121.2,121.2,145.39,-9.62,-8.96,1.45,239.02,193.33,71.63,28.37,39.6,693.06,2.4,1.09,2122774,30.82,7,1.11,-14099,23.16,1.54,10.51,0.72,0.47,2726827
2360,致茂,201003  ,0.96,4.92,4.93,26.06,11.53,11.86,9.98,0.33,179.4,10.01,14.53,6.61,19.62,0.68,9.17,1.06,1.13,80.55,686.35,347.56,341.44,341.44,364.2,24.72,10.13,2.52,191.92,130.25,65.06,34.94,53.71,263.77,10.89,11.2,3252982,78.78,3.99,1.26,-65002,96.31,1.97,5.02,3.56,1.95,24164490
2382,廣達,201003  ,1.41,4.79,4.47,4.09,2.05,2.79,2.21,0.75,200.22,2.06,2.04,-3.1,29.43,-2.21,66.09,1.35,1.87,52.08,21.61,15.53,19.36,19.36,13.58,20.42,20.95,0.22,123.64,90.7,30.54,69.46,227.39,270.33,13.56,18.52,63595537,183.92,6.88,2.63,-1571515,16.43,8.66,22.54,2.1,0.25,234671175
2383,台光電,201003  ,1.3,8.14,8.18,18.25,10.35,12.49,11.19,2.14,230.92,11.24,7.9,12.93,16.06,2.47,11,1.14,1.45,60.07,45.24,90.32,106.96,106.96,108.23,13.27,16.97,1.73,127.56,100.55,41.39,58.61,141.62,149.77,12.02,14.51,1419797,119.97,3.27,1.21,354343,61.13,2.91,3.58,1.93,0.75,8347153
2388,威盛,201003  ,-1.16,-13.94,-14.24,43.23,-58.07,-57.43,-59.18,0.64,42.68,-60.46,101.3,-13.3,7.2,-1.02,1.35,-0.78,-1.11,1.03,-5.27,-289.01,-262.63,-262.63,-9.88,-8.95,-12.06,-4.73,129.29,98.66,45.27,54.73,120.89,207.31,-11.27,-11.14,1538177,32.8,8.72,0.45,5385,26.07,0.94,1.74,2.54,2.44,12564890
2390,云辰,201003  ,-0.19,-1.48,-0.85,30.35,-10.04,-16.4,-16.4,-6.36,75.15,-9.43,40.39,1.47,12.47,0.04,1.14,-0.11,-0.19,1.11,40.64,-69.28,-78.85,-78.85,-75.35,7.24,1.64,-0.43,225.58,159.87,78.27,21.73,27.77,381.23,-1.14,-1.87,722776,20.54,3.64,0.28,-30812,159.07,0.36,1.31,0.97,2.33,2600676
2392,正崴,201003  ,0.1,0.33,0.35,10.37,0.14,1.05,0.74,0.91,101.34,0.79,10.23,5.13,40.5,1.78,18.32,0.03,0.2,11.55,-92.57,-67.55,-67.7,-67.7,-59.68,4.58,1.88,-0.39,119.6,83.25,51.31,48.69,94.9,141.88,0.26,1.96,3100929,64.8,4.24,0.9,-825980,71.66,1.78,2.28,1.54,0.66,28543063
2393,億光,201003  ,1.3,3.64,4.03,36.21,20.46,18.71,14.75,-1.75,229.94,16.35,15.75,21.91,36.66,4.03,8.82,1.8,1.67,88.21,458.91,157.81,154.04,154.04,408.12,54.47,54.27,1.47,158.85,137.79,60.12,39.88,66.33,244.52,18.06,16.52,4496646,32.43,4.11,0.57,-606619,23.95,0.99,2.11,2.69,3.14,41287370
2395,研華,201003  ,1,3.83,3.51,41.08,13.71,13.99,11.65,0.28,150.11,10.68,27.36,-1.47,26.23,-0.1,8.64,1.18,1.21,21.91,62.3,33.84,33.74,33.74,25.74,13.28,10.45,0.81,247.16,151.16,77.24,22.76,29.46,311.45,11.51,11.75,5110931,41.18,6.64,1.02,408256,81.86,1.31,4.04,2.66,2.17,34993817
2397,友通,201003  ,0.35,1.4,1.45,39.85,15.06,13.06,9.97,-1.99,160.73,10.31,24.79,17.28,25.21,0.47,3.53,0.53,0.46,-17.81,-26.39,-47.68,-50.13,-50.13,-45.66,-5.82,-3.59,-1.25,877.47,752.43,88.79,11.21,12.63,2643.07,5.27,4.58,2528952,18.36,6.55,0.5,3300,112.01,0.56,14.54,1.53,2.27,4650010
2399,映泰,201003  ,0.66,4.25,4.25,16.31,8.61,8.56,6.5,-0.04,211.76,6.5,7.7,-8.3,15.9,-0.93,10.18,0.88,0.87,-6.31,-15.74,-26.77,-24.88,-24.88,-25.54,28.38,14.38,-0.93,214.72,141.76,58.48,41.52,70.99,1685.84,8.76,8.72,2284810,87.2,6.57,1.54,15054,27.85,2.62,43.07,1.46,0.55,4131920
2377,微星,201003  ,0.38,1.57,0.68,12.03,2.04,2.28,1.7,0.24,120.38,0.74,9.99,-2.83,24,-0.68,22.03,0.45,0.5,25.57,187.5,182.04,173.88,173.88,130.26,15.2,0.99,1.85,169.36,97.58,49.86,50.14,100.54,394.43,4.49,5.02,17750659,118.24,6.94,1.86,-158052,47.14,3.7,12.79,0.83,0.24,21274991
2379,瑞昱,201003  ,1.47,4.01,4,39.17,11.89,11.78,11.18,-0.11,143.59,11.16,27.28,2.43,37.22,0.29,12.88,1.53,1.54,68.99,100.22,97.73,94.66,94.66,96.02,27.96,12.01,1.55,286.96,233.15,75.14,24.86,33.08,461.45,15.59,15.44,10772188,38.78,6.8,1.07,164285,39.09,1.44,6.83,2.3,1.79,40874872
2429,銘旺科,201003  ,-0.22,-6.88,-7.16,2.91,-10.08,-10.09,-10.09,-0.02,22.4,-10.5,12.98,11.47,3.96,0.32,1.56,-0.16,-0.22,-11.4,-216.68,-186.32,-186.32,-186.32,-189.93,-2.2,418.22,-5.58,109.83,81.52,59.3,40.7,68.64,155.32,-1.57,-1.58,25426,40.74,6.17,0.94,-454175,10.99,2.73,2.59,5.56,3.56,2860000
2430,燦坤,201003  ,2.29,10.44,10.04,16.75,4.89,5.06,4.08,0.17,141.29,3.92,11.86,7.62,23.06,3.68,42.31,2.07,2.84,-36.95,-9.86,-23.99,-18.15,-18.15,-18.39,-54.99,-62.95,-3.13,105.02,54.49,32.15,67.85,211.02,136.78,27.01,27.94,306002,100.19,271.29,3.23,-56928,-24.33,10.24,13.06,2.51,0.2,7292950
2380,虹光,201003  ,0.08,0.34,0.33,33.82,3.22,2.43,2.03,-0.8,110.53,1.98,30.6,3.32,18.78,0.1,3.15,0.1,0.08,-9.36,199.33,1746.92,-1.54,-1.54,9.94,-4.28,-3.62,-0.06,439.07,277.33,83.39,16.61,19.91,360.81,1.01,0.76,2360311,38.72,4.51,0.56,28308,180.34,0.67,2.38,0.81,1.02,3408296
2409,友達,201003  ,0.8,2.61,2.39,12.79,7.29,6.88,6.52,-0.41,232.39,5.98,5.5,6.26,30.35,1.45,12.64,0.92,0.87,119.87,140.2,136.52,135.98,135.98,134.05,15.18,0.68,4.95,105.67,77.5,44.3,55.7,125.76,109.37,9.21,8.69,11551787,41.54,6.78,0.71,-10621833,7.18,1.6,1.15,1.19,0.76,318656325
2412,中華電,201003  ,1.24,3.19,3.16,43.99,29.98,30.72,24.74,0.74,314.11,24.53,14,32.49,39.92,1.62,6.4,1.92,1.57,1.01,5.31,6.43,11.7,11.7,7.46,-0.44,0,0.35,236.86,210.21,86.97,13.03,14.98,126,15.34,15.72,66103586,4.36,17.16,0.44,5484035,13.61,0.52,0.64,1.56,3.03,602171777
2417,圓剛,201003  ,2.53,11.46,3.43,49.93,17.18,42.81,37.93,25.63,152.46,11.34,32.75,19.28,22.09,1.63,7.07,1.21,3.11,38.27,57.5,258.82,230.18,230.18,-1.8,35.71,34.24,6.69,307.26,256.75,75.37,24.63,32.67,436.89,12.15,30.27,3843770,30.2,8.35,0.92,-138936,15.05,1.21,5.01,2.05,1.87,10007193
2419,仲琦,201003  ,0.31,2.23,2.23,21.47,4.24,3.83,3.81,-0.41,124.62,3.81,17.23,-1.13,14.11,-0.13,6.89,0.29,0.31,34.59,47.9,28.09,28.18,28.18,31.67,6.48,7.83,0.13,153.26,104.58,49.87,50.13,100.52,319.23,3.31,2.99,821867,84.98,4.41,1.18,34124,41.03,2.34,6.28,1.56,0.71,3039369
2385,群光,201003  ,1.66,6.77,6.03,16.15,6.62,8.2,6.81,1.58,169.46,6.08,9.53,7.12,24.76,2.33,23.7,1.57,2.06,32.25,31.38,85.4,107.68,107.68,77.91,35.32,46.01,1.36,144.16,99.22,40.46,59.54,147.14,225.78,15.44,19.13,7924465,130.41,4.77,1.59,-550493,51.21,3.97,6.81,3.67,0.87,49961977
2387,精元,201003  ,1.02,5.26,4.87,17.65,12.47,13.19,10.31,0.72,340.74,9.55,5.18,19,18.81,1.96,10.6,1.32,1.37,43.76,60.81,71.98,60.58,60.58,50.15,14.39,10.42,1.29,214.48,172.1,64.43,35.57,55.2,226.79,12.51,13.23,4244978,81.71,3.09,1.27,264868,79.9,2.04,4.28,1.99,0.95,13463098
2420,新巨,201003  ,0.66,4.76,4.84,33.9,14.3,14.89,12.14,0.59,172.93,12.34,19.6,-14.03,14.35,-1.12,5.55,0.79,0.83,42.69,3093.43,263.77,349.53,349.53,328.55,20.11,4.7,2.4,217.98,164.13,62.6,37.4,59.74,289.09,7.76,8.08,1442923,50.53,5.9,1,-17281,5.92,1.57,4.35,1.89,1.38,4133073
2421,建準,201003  ,0.59,4.13,4.1,28.99,11.14,10.47,8.27,-0.67,162.43,8.2,17.85,11.26,14.58,1.04,7.23,0.81,0.76,40.36,245.86,240.99,264.09,264.09,274.51,17.08,12.01,3.85,176.29,140.76,59.86,40.14,67.06,203.93,8.05,7.57,1825040,70.87,3.83,1.19,32519,44.64,2,3.88,1.99,1.05,7479941
2423,固緯,201003  ,0.62,4.03,4.05,48.62,14.54,15.35,14.63,0.8,142.68,14.69,34.08,6.25,14.94,0.24,3.86,0.56,0.62,37.35,240.23,171.71,216.85,216.85,217.6,1.88,2.44,1.88,244.26,134.75,68.38,31.62,46.25,192.15,5.89,6.21,565550,39.87,7.49,0.74,1001,149.65,1.1,1.84,1.79,1.69,2696587
2424,隴華,201003  ,-0.03,-0.39,0.1,27.99,-1.03,-4.31,-4.31,-3.28,96.45,1.08,29.02,28.03,7.78,0.55,0.71,-0.01,-0.03,-30.03,-123.69,-145.03,-168.09,-168.09,-82.96,-11.56,-20.2,-1.4,72.81,13.04,79.08,20.92,26.45,94.88,-0.07,-0.31,-21530,12.92,44.37,0.3,-12308,24.57,0.37,0.34,2.21,11.79,688000
2425,承啟,201003  ,0.06,0.56,0.56,4.65,0.43,0.51,0.51,0.07,110.31,0.51,4.21,-23.67,10.99,-2.56,10.77,0.05,0.06,218.76,55.97,-48.78,-48.78,-48.78,-48.78,83.84,39.62,-0.15,178.42,79.16,53.1,46.9,88.31,505.36,0.47,0.54,679941,128.16,7.05,2.27,-218646,76.95,4.42,19.53,1.85,0.53,1813846
2426,鼎元,201003  ,0.06,0.21,0.63,12.09,3.02,1.9,0.84,-1.12,133.26,2.59,9.07,15.27,12.75,0.85,3.36,0.1,0.07,81.32,120.5,113.67,107.82,107.82,121.68,23.47,21.54,1.91,226.13,138.87,67.12,32.88,48.98,286.74,1.01,0.63,2326669,51.41,3.55,0.67,-90005,149.56,0.98,2.67,2.23,2.3,9442236
2427,三商電,201003  ,0.05,0.39,0.46,37.88,2.51,2.54,2.23,0.03,107.09,2.65,35.37,-1.61,10.71,-0.05,1.91,0.05,0.05,0.35,124.65,1852.75,1040.28,1040.28,1761.9,-6.26,-6.28,0.21,322.01,185.73,73.6,26.4,35.86,310.65,0.48,0.48,1363502,50.87,2.95,0.5,-15335,239.37,0.69,2.14,0.9,0.91,1830821
2401,凌陽,201003  ,0.52,2.52,1.13,37.23,6.65,12.12,10.79,5.48,121.71,4.85,30.59,7.87,21.11,0.55,5.19,0.35,0.63,14.1,152.82,191.29,170.47,170.47,130.81,1.35,9.67,4,258.46,214.9,71.01,28.99,40.82,1191.07,3.43,6.26,6625876,27.42,5.41,0.65,462070,71.22,0.93,10.16,1.37,0.94,17190979
2402,毅嘉,201003  ,-0.18,-1.1,-1.09,4.29,-4.39,-3.94,-4.2,0.45,49.39,-4.16,8.68,4.06,18.59,0.48,4.93,-0.22,-0.2,-22.15,-410.35,-235.45,-287.19,-287.19,-236.15,-1.52,0.65,-1.18,135.68,106.46,61.42,38.58,62.82,136.2,-2.14,-1.92,1329971,43.93,3.23,0.65,248270,60.5,1.05,1.41,1.03,0.83,6063926
2408,南亞科,201003  ,-0.48,-4.42,-4.45,1.95,-8.42,-11.39,-11.41,-2.97,18.79,-11.47,10.37,7.1,10.55,0.99,3.54,-0.3,-0.48,133.69,85.76,84.56,84.54,84.54,84.51,16.96,103.57,6.79,51.53,32.56,28.23,71.77,254.22,110.21,-3.5,-4.73,-22922587,51.03,5.13,0.44,5893791,64.66,1.55,0.81,2.88,2.04,103893367
2428,興勤,201003  ,1.04,4.58,4.45,33.09,19.98,19.47,14.82,-0.52,252.44,14.38,13.11,15.83,22.47,1,7.21,1.44,1.4,59.64,222.95,167.12,218.46,218.46,230.15,19.16,26.81,2.19,334.49,266.15,75.26,24.74,32.87,254.99,14.41,14.04,1886805,52.03,3.28,0.92,26409,133.62,1.24,3.07,2.45,2,7016130
2434,統懋,201003  ,0.01,0.11,0.11,22.04,9.61,5.9,0.78,-3.71,177.36,0.78,12.42,-1.3,10.64,-0.04,1.45,0.14,0.09,39.76,138.81,130.08,104.4,104.4,104.47,3.75,21.93,1.64,217.31,110.85,65.65,34.35,52.32,161.21,1.39,0.85,418229,44.94,2.64,0.35,12224,279.82,0.54,0.76,2.01,3.5,2555160
2436,偉詮電,201003  ,0.19,1.51,2.12,25.92,12.63,9.08,7.93,-3.54,195,11.15,13.29,5.05,12.77,0.09,2.42,0.31,0.22,52.21,216.27,219.46,224.02,224.02,80.77,24.22,21.75,0.9,729.36,660.19,86.16,13.84,16.07,1403.98,3.06,2.2,2836072,30.37,3.61,0.66,24539,76.83,0.76,10.69,2.16,2.97,6811680
2413,環科,201003  ,0.2,1.29,1.29,20.42,6.11,4.33,3.2,-1.78,142.7,3.2,14.31,6.12,15.88,0.78,6.34,0.39,0.27,11.96,1940.07,145.76,90.35,90.35,82.65,-8.68,-4.8,0.32,130.88,73.47,48.6,51.4,105.77,205.14,3.78,2.68,510300,64.92,5.2,0.77,130498,104.77,1.61,2.58,1.3,0.79,2678103
2414,精技,201003  ,0.39,2.29,2.25,9.25,2.07,2.16,1.75,0.09,128.8,1.73,7.18,13.09,15.4,1.96,24.06,0.5,0.52,31.24,12.23,10.23,25.92,25.92,21.04,17.98,-7.5,0.21,177.35,125.41,54.05,45.95,85,287.5,4.9,5.12,1869509,122.71,5.87,2.72,56329,61.4,5.22,14.5,1.39,0.22,3450006
2415,錩新,201003  ,0.07,-0.07,-0.2,27.14,-0.84,1.14,-0.26,1.98,97,-0.79,27.98,-12.94,14.14,-1.7,4.97,-0.04,0.06,72.31,95.6,106.24,97.71,97.71,93.17,-0.74,1.05,1.08,142.23,97.5,39.04,60.96,156.13,164.75,-0.41,0.56,453330,24.33,10.77,0.39,213860,100.57,1.01,0.93,0.93,0.65,1067989
2438,翔耀,201003  ,-0.01,1.03,-9.07,7.59,-27.59,4.27,3.26,31.85,21.58,-28.73,35.18,1.46,1.11,0.05,1.09,-0.3,0.02,-58.75,78.25,101.62,101.32,101.32,88,-72.64,-71.97,9.66,34.9,25.87,20.16,79.84,396,110.32,-1.04,0.16,-714001,30.08,4.16,0.22,-28234,-194.58,1.26,0.49,1.11,0.58,369200
2442,新美齊,201003  ,0.03,0.18,0.24,7.79,0.11,0.2,0.19,0.09,101.45,0.25,7.68,-20.69,10.38,-3.08,10.39,0.01,0.02,-4.63,-95.37,-95.8,-95.9,-95.9,-94.45,-0.46,13.94,-1.56,157.55,59.82,41.95,58.05,138.36,949.1,0.12,0.21,1397603,63.56,6.26,1.58,-1174148,26.56,3.85,10.29,1.72,0.32,2916690
2443,億麗,201003  ,-0.02,-0.35,-0.29,18.35,2.86,-0.57,-1.48,-3.43,118.46,-1.22,15.49,2.33,10.23,0.09,2.75,0.08,-0.02,-18.36,11.65,-108.91,-133.3,-133.3,-127.49,-10.84,0.3,-1.88,183.98,136.17,73.35,26.65,36.34,140.62,0.79,-0.16,1100720,21.85,7.91,0.69,-51010,67,0.95,1.26,0.82,0.67,2959749
2466,冠西電,201003  ,0.08,0.71,0.72,17.43,3.93,2.97,2.36,-0.96,129.09,2.42,13.5,2.57,11.98,0.18,3.48,0.14,0.11,25.83,234.81,314.55,327.52,327.52,275.48,7.13,1.73,0.51,227.81,131.84,49.32,50.68,102.74,242.83,1.41,1.07,1201537,97.66,2.46,0.6,36861,253.59,1.2,2.03,2.7,1.78,4296792
2444,兆勁,201003  ,-0.1,-1.19,-1.19,10.87,-2.48,-2.44,-2.44,0.04,81.4,-2.44,13.35,5.39,8.51,0.36,3.84,-0.1,-0.1,53.32,77.05,72.4,72.4,72.4,72.4,13.29,-12.25,1.63,143.4,79.77,50.45,49.55,98.21,187.25,-1.04,-1.02,355875,86.37,4,0.98,20035,87.31,1.95,3.02,1.49,0.74,1577810
2449,京元電子,201003  ,0.23,1.09,1.08,17.88,7.42,7.68,5.83,0.26,170.89,5.79,10.46,40.01,16.73,1.64,3.25,0.24,0.25,124.58,125.97,125.93,118.75,118.75,118.46,-3.91,2.2,4,239.46,221.71,55.72,44.28,79.48,145.72,2.38,2.47,6957400,20.62,3.94,0.41,433715,89.38,0.75,0.68,0.95,1.3,19270584
2450,神腦,201003  ,1.18,6.65,6.64,17.9,6.56,7.38,5.97,0.81,157.88,5.97,11.34,-42.78,18.34,-3.63,19.43,1.27,1.45,-2.05,-5.12,-2.1,4.45,4.45,4.05,-1.57,2.22,0.18,247.32,171.9,67.74,32.26,47.63,658.72,12.87,14.47,3115894,72.66,14.16,2.93,-6250,31.79,4.45,28.13,2.7,0.67,12330936
2404,漢唐,201003  ,0.81,4.65,4.6,26,18.5,19.29,15.38,0.8,346.65,15.22,7.5,-2.63,17.95,-0.4,5.24,0.97,1.03,5.31,213.31,130,155.33,155.33,155.71,-5.62,6.69,1.34,194.88,146.21,53.52,46.48,86.84,1115.81,9.4,9.81,3439940,55.96,5.15,0.65,-59647,74.39,1.21,13.95,1.8,1.88,7745571
2405,浩鑫,201003  ,-0.4,-3.37,-3.53,12.8,-18.28,-17.24,-16.4,1.04,41.19,-17.2,31.09,-22.9,11.71,-0.95,2.08,-0.38,-0.42,88.21,-1155.75,-1667.63,-1722.49,-1722.49,-2128.94,74.39,40.1,-2.67,282.57,195.21,73.68,26.32,35.72,375.38,-4.44,-4.19,2276738,39.95,9.81,0.66,-18287,37.03,0.82,3.15,2.45,4.16,8671935
2406,國碩,201003  ,0.24,3.17,3.19,28.67,18.96,16.81,11.87,-2.15,295.37,11.96,9.71,27.47,13.25,1.12,3.17,0.6,0.63,76.26,244.67,380.68,239.49,239.49,257.01,31.81,75.02,1.44,274.15,197.87,68.71,31.29,45.54,215.52,6.58,5.83,1513715,29.39,5.61,0.67,49051,94.45,1.07,1.81,3.57,4.28,10655696
2431,聯昌,201003  ,0.34,2.18,2.17,11.95,4.18,5.18,4.01,1,153.91,4.17,7.76,-1.64,16.38,-0.19,7.9,0.33,0.44,11.02,1.14,14.13,-0.96,3.67,-16.25,16.15,12.35,0.05,202.82,132.18,57.97,42.03,72.51,607.51,3.54,4.38,1158793,91.99,4.83,1.24,-729,54.85,2.08,12.83,1.48,0.69,2373032
2433,互盛電,201003  ,0.44,2.08,2.57,48.43,20.11,17.89,13.98,-2.22,171.04,17.21,28.31,5,21.91,0.65,3.14,0.63,0.56,-12.63,-8.99,-0.84,3.24,3.24,-1.34,15.42,27.84,0.18,93.07,83.69,54.95,45.05,81.97,273.14,6.31,5.62,-129454,15.42,5.61,0.32,-93020,59.79,0.6,1.3,1.08,1.93,3417330
2458,義隆,201003  ,0.35,2.09,1.98,37.1,12.22,12.27,9.65,0.05,149.68,9.15,24.79,-4.44,14.9,-0.11,3.25,0.4,0.4,74.8,372.38,493.23,348.7,348.7,361.12,5.6,9.52,2.49,463.74,376.65,83.98,16.02,19.08,670.65,3.8,3.82,3709364,21.6,7.09,0.72,-8236,50.07,0.87,5.69,3.53,3.94,20963174
2459,敦吉,201003  ,0.57,2.16,2.14,10.04,4.79,4.35,3.22,-0.44,191.27,3.19,5.25,3.13,27.42,0.63,19.52,0.94,0.85,49.72,144.76,164.38,294.64,294.64,283.42,7.53,-3.73,0.96,168.34,139.93,58.6,41.4,70.66,211.16,9.23,8.38,2010291,73.51,4.73,1.57,-14123,42.13,2.68,5.54,0.88,0.3,3515093
2460,建通,201003  ,0.75,4.4,4.14,24.85,16.33,16.84,12.8,0.51,291.67,12.05,8.52,1.4,17.26,0.11,5.83,0.95,0.98,81.11,310.05,320.74,449.37,449.37,355.91,5.75,5.55,2.22,245.34,194.27,58.93,41.07,69.69,230.72,9.52,9.82,2039743,63.99,3.42,0.82,-125462,126.71,1.38,2.65,1.56,1.31,4624566
2461,光群雷,201003  ,0.35,2.27,2.25,25.94,7.62,10.5,8.01,2.88,141.38,7.94,18.35,2.54,16.23,0.21,5.42,0.41,0.62,8.88,89.12,93.61,73.02,73.02,149.89,11.57,10.04,1.03,228.31,173.42,63.24,36.76,58.13,243.14,4.14,5.71,1440593,54.09,2.88,0.7,-265644,121.99,1.13,2.14,1.53,1.23,3707521
2462,良得電,201003  ,0.49,2.67,2.94,13.78,4.14,5.61,4.35,1.47,142.91,4.79,9.64,-2.14,18.49,-0.34,11.2,0.46,0.63,39.3,-34.67,-54.74,-52.24,-52.24,-42.16,34.28,25.18,-1.38,171.5,136.05,52.1,47.9,91.93,397.51,4.63,6.28,903211,117.37,2.56,1.25,19342,72.79,2.45,9.64,3.13,1.16,4665293
2464,盟立,201003  ,0.5,2.96,2.98,18.18,8.26,8.3,7,0.04,183.31,7.04,9.91,2.23,17.02,0.24,7.42,0.61,0.61,43.61,38.35,27.07,17.96,17.96,17.63,10.14,3.02,0.27,220.27,69.69,60.16,39.84,66.22,386.93,6.05,6.09,2195092,112.59,7.49,1,-1580,204.37,1.69,6.46,1.88,1.33,5337430
2465,麗臺,201003  ,-0.25,-4.32,-4.32,11.71,-6.64,-6.13,-6.15,0.5,63.83,-6.15,18.35,-10.73,5.77,-0.36,4.14,-0.27,-0.25,-0.1,54.68,54.4,54.34,54.34,54.33,-19.48,-25.79,2.74,178.76,81.65,63.17,36.83,58.3,300.13,-2.75,-2.54,399942,67.16,14.95,1.71,557,61.57,2.81,8.58,2.64,0.91,2334867
2467,志聖,201003  ,0.52,3.19,2.64,34.87,11.36,13.49,10.75,2.13,148.33,8.9,23.51,-1.85,16.57,-0.11,4.52,0.51,0.65,62.78,1269.5,2230.79,2406.35,2406.35,1545.53,-12.15,8.66,1.84,315.31,224.32,68.82,31.18,45.31,556.13,5.27,6.26,1733895,73.05,2.62,0.78,133081,177.19,1.19,6.03,1.31,1.37,3058924
2468,華經,201003  ,0.12,0.76,0.76,12.54,0.85,2.48,2.22,1.63,107.27,2.22,11.69,4.6,15.78,0.19,5.45,0.05,0.14,-16.65,-76.51,-48.31,-42.99,-42.99,-42.99,-1.69,-2.53,-0.39,388.4,288.93,79.09,20.91,26.44,588.17,0.46,1.35,830682,46.09,3.4,1.01,19880,88.48,1.37,8.09,1,0.56,1114968
2471,資通,201003  ,0.77,5.39,5.15,37.34,17.51,20.5,19.89,3,188.28,19,19.83,1.22,14.72,0.04,3.89,0.68,0.8,28.9,3642.13,1096.34,1060.37,1060.37,237.87,-1.56,0.95,3.62,541.59,460.01,76.21,23.79,31.22,9468.26,6.4,7.5,605717,25.7,4.34,0.8,555,40.66,1.09,94.65,2.1,2.25,1430800
2451,創見,201003  ,1.21,2.78,3.03,15.64,10.82,7.82,6.16,-3,324.23,6.72,4.82,-74.83,43.86,-3.34,19.49,2.11,1.53,4.42,-13.29,-45.16,-43.75,-43.75,-36.32,6.82,20.93,-1.92,869.68,577.05,87.82,12.18,13.87,527.94,21.15,15.29,14546582,46.18,9.57,1.57,-14319,91.34,1.81,9.31,2.62,1.4,48772880
2453,凌群,201003  ,0.06,0.35,0.35,18.79,-0.74,0.95,0.7,1.69,96.2,0.7,19.54,38.09,15.53,2.29,7.85,-0.06,0.07,25.89,81.41,133.01,123.53,123.53,123.53,4.89,3.65,1.11,268.58,132.01,68.56,31.44,45.86,319.39,-0.58,0.74,1014554,57.55,5.07,1.25,-5795,76.14,2,6.31,1.14,0.54,1775000
2454,聯發科,201003  ,10.29,9.74,9.73,56.71,33.83,34.8,34.02,0.97,247.81,34.01,22.89,40.18,110.57,11.69,29.95,10.13,10.52,36.81,67.39,64.81,58.97,58.97,53.22,34.93,33.61,2.86,401.99,371.7,78.99,21.01,26.6,1692.99,101.49,104.42,95066449,13.48,17.08,0.9,879882,0.81,1.14,18.75,5.02,4.83,600655018
2455,全新,201003  ,0.69,3.45,3.45,37.06,28.35,27.72,24.36,-0.63,425.44,24.35,8.71,-7.62,20.37,-0.17,2.22,0.63,0.78,78.5,2494.47,779.51,550.89,550.89,691.37,68.45,86.8,2.5,679.16,619.62,79.24,20.76,26.2,235.54,7.88,7.71,1814956,20.45,3.71,0.44,-58623,79.04,0.57,1.14,4.3,7.04,12188750
2476,鉅祥,201003  ,0.49,2.74,2.62,26.52,15.72,17.53,12.35,1.81,245.72,11.84,10.79,21.4,17.7,0.65,4.43,0.7,0.78,74.64,5347.71,1310.76,1262.48,1262.48,1218.7,6.59,2.16,2.01,562.71,479.25,81.03,18.97,23.41,325.01,6.97,7.77,3420088,30.06,4.92,0.72,-7593,94.05,0.89,2.83,1.42,1.56,6144246
2477,美隆電,201003  ,0.01,0.06,0.12,16.87,0.97,-0.28,0.25,-1.25,106.09,0.54,15.9,5.15,13.58,0.19,3.18,0.03,-0.01,43.55,107.52,97.41,103.38,103.38,107.05,0.32,-3.92,1.23,289.5,182.53,74.51,25.49,34.2,278.9,0.3,-0.09,1816874,36.45,4.55,0.65,-68870,59.72,0.9,2.45,1.05,0.92,3730160
2456,奇力新,201003  ,0.71,4.72,4.06,25.27,14.64,18.56,16.51,3.92,237.71,14.19,10.63,17.68,15.51,0.84,4.25,0.62,0.8,58.56,7784.94,1204.96,1080.39,1080.39,1967.04,2.9,7.55,2.95,273.45,191.46,65.27,34.73,53.2,180.86,6.12,7.75,1247945,53.95,3.51,0.74,1162,101.71,1.14,1.68,1.98,2.03,4680270
2457,飛宏,201003  ,0.87,4.59,4.59,30.52,13.1,14.4,10.33,1.3,175.22,10.32,17.42,6.65,19.09,0.61,11.33,1.48,1.2,30.58,195.08,101.27,63.2,63.2,62.1,14.92,16.62,1.18,202.26,136.28,65.08,34.92,53.66,260.92,10.89,11.97,3486052,51.4,7.14,1.13,-16282,36.32,1.78,4.35,1.58,0.84,11245559
